# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 1.7936569711343788,2.878386715374045,2.7483286886414846,5.022252693596291,179.9422715799599,214.88733303237558,0.289880741635962,3.4496944997326517,46.77028583041968,-159.14135387465376
 1.798118959937292,2.890749711020849,2.7707365914348596,5.021954061997039,-179.85232803039798,214.33545524958186,0.2828415191160128,3.535548822978253,-80635.47792308542,-18082127.00046218
 1.802542606256781,2.9031047370135874,2.7929506792408816,5.021669048936876,-179.65204242980434,213.7835774667881,0.2758074419343902,3.6257179755065585,45.27613333625585,18238518.233469363
 1.8069287126762728,2.915451517199736,2.8149750610883477,5.02139705265489,-179.45686592486038,213.23169968399438,0.268777898673763,3.720544006535966,44.4988074335387,-177.22458790848205
 1.8112780454747581,2.9277897638905954,2.836813659133234,5.02113750699681,-179.26679311517972,212.67982190120063,0.2617521751551251,3.82040760275386,43.70160171390758,-183.29379621369506
 1.815591336621502,2.9401191781794234,2.858470218996367,5.020889878829928,-179.08181894157798,212.1279441184069,0.25472945662620067,3.925733651869861,42.88469461222786,-189.39298876135675
 1.8198692856373189,2.952439450258016,2.8799483194027227,5.020653665329945,-178.90193873314917,211.57606633561315,0.2477088297047899,4.036997797744079,42.04823567642966,-195.5280281989222
 1.8241125613332982,2.9647502597317126,2.9012513811821425,5.020428392056902,-178.72714825322643,211.0241885528194,0.2406892843095914,4.154734195452299,41.192345830449455,-201.70498155262158
 1.828321803436849,2.9770512759328764,2.9223826756810793,5.020213610690552,-178.55744374429653,210.47231077002567,0.23366971529724387,4.279544735730651,40.317117608121144,-207.93012157462113
 1.8324976241139919,2.9893421582328568,2.94334533263282,5.020008897049408,-178.39282197189766,209.92043298723192,0.22664892411095525,4.412110068126568,39.42261536755574,-214.20992655685922
 1.8366406093960046,3.001622556352467,2.964142347530669,5.019813849723738,-178.23328026755271,209.3685552044382,0.21962562035219532,4.553202847629449,38.508875481070255,-220.5510819583642
 1.8407513205177952,3.0138921106710397,2.9847765885402517,5.019628088240489,-178.07881657077354,208.81667742164444,0.2125984232335304,4.703703747141822,37.575906504443765,-226.9604817718482
 1.844830295174709,3.0261504525340936,3.0052508029869847,5.019451251561244,-177.92942947019242,208.26479963885072,0.20556586256528223,4.864620942022544,36.62368932053095,-233.44523170763088
 1.8488780487038836,3.0383972045596783,3.025567623452163,5.019282997036021,-177.78511824384833,207.71292185605697,0.1985263803462429,5.037113950578936,35.6521772642346,-240.0126512877064
 1.8528950751957358,3.0506319809434648,3.045729573504788,5.019122998944536,-177.64588289869917,207.1610440732632,0.19147833128068248,5.2225230568472485,34.66129621788557,-246.67027921246037
 1.8568818485406848,3.0628543877626555,3.0657390730967293,5.018970947343243,-177.51172420937547,206.6091662904695,0.18441998419638983,5.422405843691509,33.6509446903078,-253.4258760553362
 1.8608388234157744,3.075064023278782,3.085598443646876,5.018826547312131,-177.3826437562406,206.05728850767574,0.17734952237195564,5.638582989260593,32.6209938676743,-260.28743046041626
 1.8647664362154892,3.0872604782395094,3.1053099128339174,5.018689517579932,-177.2586439628036,205.505410724882,0.17026504456275085,5.873196125300117,31.571287639671876,-267.263165065217
 1.8686651059306763,3.0994433361795033,3.124875619121116,5.018559589949742,-177.1397281325013,204.95353294208826,0.1631645652330237,6.128781690876623,30.50164260877769,-274.36154099626424
 1.8725352349791966,3.1116121737204954,3.1442976160302765,5.018436508360354,-177.02590048494008,204.40165515929453,0.15604601507512614,6.408366144553991,29.411848063494897,-281.5912677897524
 1.8763772099916147,3.123766560870628,3.163577876182674,5.018320028131232,-176.9171661915911,203.84977737650078,0.14890724152691795,6.715590120036104,28.301665939410753,-288.9613077898181
 1.8801914025549928,3.135906061323211,3.182718295122268,5.018209915086653,-176.8135314110071,203.29789959370703,0.14174600837733617,7.054872383693102,27.17083074908899,-296.4808859362407
 1.883978169917605,3.148030232754999,3.2017206949372383,5.018105945082985,-176.71500332361072,202.7460218109133,0.13455999637896915,7.431629213065984,26.019049485102062,-304.1594990383583
 1.8877378556571762,3.1601386271241263,3.220586827692717,5.018007903402695,-176.6215901660606,202.19414402811955,0.1273468029864252,7.8525724757031945,24.846001506699658,-312.0069228275961
 1.8914707903150523,3.1722307909678196,3.2393183786863853,5.017915583962053,-176.5333012652675,201.64226624532583,0.12010394202973103,8.326121383696597,23.651338393192447,-320.0332239908387
 1.8951772919985248,3.184306265700032,3.2579169695396644,5.0178287888579955,-176.4501470720806,201.09038846253208,0.11282884339092658,8.862981928612214,22.434683776801748,-328.2487694031866
 1.8988576669533772,3.19636458790915,3.2763841611353723,5.017747327988913,-176.3721391946784,200.53851067973835,0.10551885309278164,9.476979427749374,21.19563315128222,-336.6642368560567
 1.9025122101085608,3.208405289655911,3.2947214564105196,5.017671018370096,-176.29929043170588,199.9866328969446,0.09817123203329778,10.186283489452586,19.933753653779604,-345.2906270138818
 1.9061412055947764,3.220427898771696,3.312930303014016,5.017599683620595,-176.23161480519397,199.43475511415085,0.09078315601924607,11.015259260076832,18.648583821319626,-354.13927554926903
 1.9097449272386124,3.2324319391573515,3.3310120958392004,5.017533153847351,-176.1691275932687,198.88287733135712,0.08335171433031609,11.997353720129631,17.339633329382767,-363.22186375735873
 1.913323639033773,3.2444169310827187,3.34896817943671,5.017471264881394,-176.11184536271546,198.3309995485634,0.07587390983026518,13.179761030333937,16.00638269634331,-372.5504341652872
 1.9168775955908235,3.2563823914870302,3.3667998503171397,5.0174138580995935,-176.05978600138778,197.77912176576964,0.06834665717165968,14.631293487966747,14.648282974758017,-382.1374008894379
 1.9204070425667914,3.2683278342803694,3.3845083591497516,5.0173607800852515,-176.01296875051472,197.2272439829759,0.06076678209726861,16.45635930497871,13.264755411210386,-391.9955655852332
 1.9239122170758567,3.280252770646355,3.4020949128623146,5.017311881927598,-175.9714142369072,196.67536620018217,0.053131020729189474,18.82139635707419,11.855191089640607,-402.1381297633766
 1.9273933480823024,3.2921567093462683,3.4195606766511992,5.017267019409656,-175.93514450510284,196.12348841738842,0.04543601779836035,22.008971042266097,10.41895054717321,-412.57871071442435
