# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 0.0,0.0,0,0.0,-65.63692377321499,248.0,0.38511408842099026,2.596633127861172,0.0,0.0
 0.07188169200239869,0.01291744411281927,0.17970423000599672,2.5,-65.63692377321499,248.0,0.38511408842099026,2.596633127861172,0.0,0.0
 0.1016167765354073,0.025814923183617257,0.433746171344515,8.543508294267971,-65.92173252302338,248.0,0.384286598460282,2.6022244960055643,-9.578205486257689,-322.1179840812298
 0.12440645695798024,0.03869241633209447,0.5650580837334687,5.761902315176416,-66.20548948494472,248.0,0.3834621437294322,2.6078193541461863,-12.451116323696933,-126.06191856001871
 0.1435965148578781,0.05154989769832202,0.670007429539646,5.468943676649138,-66.4881982774558,248.0,0.3826412217035152,2.6134141939752573,-14.732044790369397,-118.85990540365192
 0.16048344024544414,0.06438733648253259,0.7601998877583047,5.340963861015701,-66.7698627693267,248.0,0.3818243262122592,2.6190054728050303,-16.679441959179123,-115.31981838704674
 0.1757324067838485,0.07720469698510998,0.8405396175732314,5.268536042268304,-67.05048707649571,248.0,0.3810119474845968,2.624589613532859,-18.402841035966127,-113.01743448952061
 0.18973870311221486,0.09000193864676302,0.9136777747401591,5.221805640282228,-67.33007555891653,248.0,0.38020457244395145,2.630163002964455,-19.961628389553468,-111.29190165928414
 0.20275997246880256,0.10277901608887394,0.9812466889525444,5.1891188456370365,-67.60863281753507,248.0,0.3794026843872935,2.6357219944685526,-21.392481100746835,-109.88580851908065
 0.21497523499603474,0.11553587915400089,1.044338018662092,5.164958965793374,-67.88616369118844,248.0,0.37860676353994976,2.641262904682584,-22.720008926100174,-108.67779733704488
 0.22651487628544031,0.1282724729465208,1.1037252782036866,5.146369635953707,-68.16267325371035,248.0,0.37781728667496167,2.646782016780258,-23.961712118015697,-107.60327472705038
 0.23747735712980986,0.1409887378733981,1.1599805835381252,5.131621768199663,-68.43816681093696,248.0,0.37703472765291446,2.6522755774384965,-25.130585050747033,-106.62485520617217
 0.24793919390453403,0.15368460968507527,1.2135413775858581,5.119635796377168,-68.71264989788465,248.0,0.3762595571746735,2.6577397993794034,-26.23660575653789,-105.7195528478332
 0.2579612525294874,0.16636001951645485,1.2647511160850538,5.109702548705062,-68.98612827588313,248.0,0.37549224318176955,2.6631708594734316,-27.287645007141453,-104.87259054608182
 0.26759289521806906,0.17901489392797115,1.3138853693688883,5.101336799182059,-69.2586079298809,248.0,0.37473325079969155,2.6685649001415572,-28.290050078454303,-104.07415471311106
 0.27687481282828147,0.19164915494673967,1.3611692701158762,5.094195265745932,-69.53009506573906,248.0,0.3739830425209957,2.6739180291680182,-29.249035302733567,-103.31757558633565
 0.2858410188253403,0.20426272010777133,1.4067895791340577,5.088028206484018,-69.80059610758768,248.0,0.3732420784357275,2.679226319259179,-30.168952390493363,-102.59825483170405
 0.2945202896204108,0.21685550249522664,1.450903271114378,5.082649570673035,-70.07011769533865,248.0,0.3725108162673297,2.684485809084151,-31.053482961271232,-101.91300532761922
 0.3029372283386292,0.22942741078372683,1.4936437948975974,5.077917900329741,-70.33866668215633,248.0,0.37178971163778307,2.689692502772245,-31.90577902585829,-101.25962575232663
 0.31111306580063647,0.24197834927967785,1.5351257353481658,5.073723718620013,-70.60625013208332,248.0,0.371079218174751,2.6948423706365405,-32.72856770580761,-100.63662392663521
 0.31906627396992215,0.25450821796262346,1.5754483494263902,5.0699809711941715,-70.87287531773845,248.0,0.3703797877386831,2.699931349130579,-33.52423072299362,-100.04302669440509
 0.3268130429016576,0.26701691252660154,1.6146982921789412,5.066621077564302,-71.13854971808354,248.0,0.3696918705067978,2.70495534194229,-34.29486572869554,-99.47824860825918
 0.3343676565826892,0.27950432442149775,1.6529517487108645,5.063588708443342,-71.40328101624782,248.0,0.3690159152932934,2.7099102194689926,-35.042334306116075,-98.94199875465577
 0.34174279269321683,0.2919703408943973,1.690276123189766,5.060838731589354,-71.66707709745884,248.0,0.36835236980586783,2.7147918188419107,-35.7683000364545,-98.43421456346307
 0.34894976431050867,0.3044148450308987,1.7267313925093155,5.058333965417815,-71.92994604716411,248.0,0.3677016805791356,2.7195959464340365,-36.47425904585928,-97.95501451829765
 0.35599871673724875,0.3168377157964195,1.7623712026193896,5.056043501566996,-72.19189614901072,248.0,0.36706429347843955,2.7243183762812317,-37.161564724555234,-97.5046555979968
 0.3628987892387916,0.32923882807745203,1.7972437649401016,5.053941435095729,-72.45293588317098,248.0,0.3664406538269472,2.728954851369339,-37.83144801766783,-97.08351513158905
 0.3696582490478332,0.34161805272277446,1.831392595716561,5.052005891178073,-72.71307392459428,248.0,0.3658312066975059,2.7335010838123166,-38.48503412585497,-96.6920621841549
 0.37628460323782376,0.353975256584616,1.864857130714151,5.050218270574746,-72.97231914148118,248.0,0.36523639693352716,2.737952757161821,-39.1233564421423,-96.33084770076859
 0.3827846927763736,0.3663103025597567,1.897673240035495,5.048562658517635,-73.2306805937024,248.0,0.3646566697188751,2.742305524730784,-39.74736819992633,-96.000486467642
 0.38916477211102396,0.3786230496305629,1.9298736622184958,5.0470253572114085,-73.48816753151452,248.0,0.3640924706381744,2.746555011827679,-40.357952355497325,-95.70165566044044
 0.3954305769188582,0.39091335290595247,1.9614883725747083,5.045594512724718,-73.74478939421044,248.0,0.36354424604766816,2.7506968157842313,-40.95592993498062,-95.4350794227788
