# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 0.0,0.0,0,0.0,137.62216088546535,-34.69549317650386,0.00023355542643826524,4281.638903664377,0.0,0.0
 0.2555339664893931,0.032648804014901125,0.1277669832446965,0.4999999999999999,137.62216088546535,-34.697972941534395,0.00023355542643826524,4281.638903664377,0.0,0.0
 0.3601424187798891,0.0648512809023145,0.307838192634641,1.7213829805061027,137.62259479118575,-34.70045270656493,0.0002489659087153408,4016.6141828814248,0.004147903070025769,0.039651700978302465
 0.439569769017231,0.09661079091693088,0.39985609389855997,1.158516568775799,137.6230509795824,-34.70293247159547,0.0002652123110942104,3770.564028020455,0.005743467398233541,0.020088348955869306
 0.5058274296905076,0.1279306943136527,0.4726985993538692,1.0993823916377479,137.6235302492677,-34.70541223662601,0.0002823677276176166,3541.481204092146,0.007233422980130091,0.02248729530678231
 0.5635855770823517,0.15881435134762367,0.5347065033864299,1.0735784790998464,137.62403342944793,-34.707892001656546,0.0003004685484319463,3328.1353579890306,0.008711847643238485,0.025596815858348696
 0.6152481162494121,0.18926512227422504,0.5894168466658818,1.0589944699105058,137.62456138118287,-34.71037176668708,0.00031956863247363407,3129.2182598131085,0.010219237061192094,0.029177609971495707
 0.6622482425029274,0.219286367349108,0.6387481793761695,1.0496000041403735,137.6251149987655,-34.71285153171762,0.00033972565574424556,2943.551607279335,0.0117790658612253,0.03318775765876889
 0.7055231347421598,0.2488814468282018,0.6838856886225426,1.0430415169342033,137.62569521111638,-34.715331296748154,0.00036100415637918055,2770.051209464886,0.013407597820789435,0.03763225915298131
 0.7457261172410813,0.27805372096772935,0.7256246259916197,1.038204998104227,137.6263029832722,-34.71781106177869,0.0003834663829984971,2607.7905243754294,0.015117588747406442,0.04253393206991247
 0.7833346028667852,0.30680655002423196,0.7645303600539332,1.0344935036608567,137.62693931793487,-34.720290826809226,0.0004071787380067852,2455.9239141394855,0.016919975693097212,0.047925007234508515
 0.8187103202654588,0.33514329425458494,0.801022461566123,1.0315579215238246,137.6276052570909,-34.72277059183976,0.0004322176133039387,2313.649349816738,0.01882475339007395,0.053844213970574054
 0.8521353342234039,0.36306731391601604,0.8354228272444303,1.0291802935845977,137.62830188370648,-34.725250356870305,0.00045865768099127597,2180.2752716115983,0.02084147568306301,0.06033572029398313
 0.8838347914244307,0.3905819692661333,0.8679850628239172,1.0272174495919197,137.6290303234989,-34.72773012190084,0.00048658366862724646,2055.1450130276826,0.02297956674159113,0.06744882238737089
 0.9139919261820019,0.4176906205629429,0.8989133588032185,1.0255714353478673,137.62979174681226,-34.73020988693138,0.000516076300417508,1937.6979706120887,0.025248529724641297,0.07523801585561853
 0.9427583232885005,0.4443966280648724,0.9283751247352522,1.0241729550962053,137.6305873705529,-34.73268965196191,0.0005472375693529838,1827.3599182569492,0.027658094883497374,0.08376318904085939
 0.9702611525056541,0.47070335203080016,0.9565097378970793,1.0229715982921277,137.63141846021372,-34.73516941699245,0.0005801575800020625,1723.6696278215393,0.030218333331099394,0.0930900027552507
 0.9966084012490353,0.49661415272007914,0.983434776877347,1.0219298129574836,137.63228633203968,-34.737649182022984,0.0006149477068487602,1626.1545312924295,0.03293975148645761,0.10329041114935694
 1.0218927442667967,0.5221323903925625,1.0092505727579202,1.0210190497114529,137.63319235525205,-34.74012894705352,0.0006517162393215298,1534.4101307664996,0.03583336975608662,0.11444308707552119
 1.0461944611864868,0.5472614253086419,1.0340436027266373,1.02021721554286,137.6341379543728,-34.74260871208406,0.000690579534989718,1448.059129083356,0.03891079481545459,0.12663405921227422
 1.0695836738930435,0.5720046177292704,1.0578890675397656,1.0195069458855162,137.63512461169725,-34.7450884771146,0.0007316698649300228,1366.736622528031,0.04218428969078978,0.13995746314357696
 1.0921220883362774,0.5963653279159961,1.0808528811146632,1.018874403642503,137.63615386987428,-34.747568242145135,0.0007751174498208638,1290.127064267626,0.04566684047974779,0.1545162281814142
 1.1138643688806997,0.6203469161309999,1.1029932286084876,1.0183084266891342,137.63722733455748,-34.75004800717567,0.0008210663237221848,1217.9284073747483,0.04937222114242352,0.17042281535762335
 1.1348592358853458,0.6439527426371354,1.1243618023830155,1.0177999112735132,137.6383466772786,-34.75252777220621,0.0008696693855565108,1149.8622541025625,0.053315066054128356,0.1878004233526367
 1.1551503518572457,0.6671861676979594,1.145004793871301,1.017341358497625,137.63951363836478,-34.75500753723674,0.0009210838147336565,1085.6775290196183,0.05751093669601085,0.20678363120555515
 1.174777044019654,0.6900505515777782,1.1649636979384455,1.0169265356580195,137.64073003003648,-34.75748730226728,0.0009754936226857767,1025.1220271914758,0.06197639732818087,0.22751977741429305
 1.1937748988328476,0.7125492545416878,1.1842759714262538,1.0165502198909608,137.641997739686,-34.75996706729782,0.001033073045460198,967.9857628601034,0.06672909451991126,0.2501702028183608
 1.2121762552167288,0.7346856368556262,1.2029755770247932,1.0162080016514112,137.6433187332362,-34.76244683232836,0.0010940238287602264,914.0568730876946,0.07178783578184925,0.27491132481783964
 1.2300106168537015,0.7564630587864117,1.2210934360352117,1.0158961323772908,137.64469505871756,-34.764926597358894,0.0011585560093906884,863.1434232738764,0.07717267987283596,0.30193646403487245
 1.2473049992698666,0.777884880601801,1.2386578080617838,1.015611405132031,137.64612885001208,-34.76740636238943,0.0012268909616054457,815.0683567604509,0.08290503008517755,0.33145735270567034
